source,target,count,amount
0x563b377a956c80d77a7c613a9343699ad6123911,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,6,22.19473851
0x5baeac0a0417a05733884852aa068b706967e790,0x1522900b6dafac587d499a862861c0869be6e428,6,86.02573669
0x9c67e141c0472115aa1b98bd0088418be68fd249,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,6,184.7332382
0x9c67e141c0472115aa1b98bd0088418be68fd249,0xfa52274dd61e1643d2205169732f29114bc240b3,6,55.81864777
0xd3273eba07248020bf98a8b560ec1576a612102f,0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,6,2.544476256
0xe03c23519e18d64f144d2800e30e81b0065c48b5,0x1522900b6dafac587d499a862861c0869be6e428,6,20.35548329
0xe03c23519e18d64f144d2800e30e81b0065c48b5,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,6,32.60569011
0xeed16856d551569d134530ee3967ec79995e2051,0x8271b2e8cbe29396e9563229030c89679b9470db,6,5.789550006
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,6,6.155299783
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0x9c67e141c0472115aa1b98bd0088418be68fd249,6,98.90424063
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,0x2b5634c42055806a59e9107ed44d43c426e58258,5,116.487802
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,0x9c67e141c0472115aa1b98bd0088418be68fd249,5,24.10999987
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,5,11.27499986
0x2b5634c42055806a59e9107ed44d43c426e58258,0xfa52274dd61e1643d2205169732f29114bc240b3,5,18.34821779
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,5,4.734721512
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,5,4.057734475
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,5,6.683221087
0x563b377a956c80d77a7c613a9343699ad6123911,0x9c67e141c0472115aa1b98bd0088418be68fd249,5,1.318395781
0x5baeac0a0417a05733884852aa068b706967e790,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,5,10.75743067
0x96fc4553a00c117c5b0bed950dd625d1c16dc894,0x243bec9256c9a3469da22103891465b47583d9f1,5,2.334052935
0x9c67e141c0472115aa1b98bd0088418be68fd249,0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,5,4.466346547
0xd3273eba07248020bf98a8b560ec1576a612102f,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,5,26.43744552
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,0x8271b2e8cbe29396e9563229030c89679b9470db,5,29.28896066
0xeed16856d551569d134530ee3967ec79995e2051,0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,5,7.616770446
0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,0x2b5634c42055806a59e9107ed44d43c426e58258,4,101.0941973
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,4,6.321875423
0x1522900b6dafac587d499a862861c0869be6e428,0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,4,6.168787032
0x2b5634c42055806a59e9107ed44d43c426e58258,0x1522900b6dafac587d499a862861c0869be6e428,4,3.473091021
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,0x243bec9256c9a3469da22103891465b47583d9f1,4,6.593719464
0x390de26d772d2e2005c6d1d24afc902bae37a4bb,0x7727e5113d1d161373623e5f49fd568b4f543a9e,4,125.9555834
0x3b0bc51ab9de1e5b7b6e34e5b960285805c41736,0x1522900b6dafac587d499a862861c0869be6e428,4,1.435514003
0x3b0bc51ab9de1e5b7b6e34e5b960285805c41736,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,4,9.710517809
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,0x1522900b6dafac587d499a862861c0869be6e428,4,16.00159228
0x8271b2e8cbe29396e9563229030c89679b9470db,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,4,21.70083037
0x8271b2e8cbe29396e9563229030c89679b9470db,0x390de26d772d2e2005c6d1d24afc902bae37a4bb,4,124.4586346
0x96fc4553a00c117c5b0bed950dd625d1c16dc894,0xb6ba1931e4e74fd080587688f6db10e830f810d5,4,2.641491175
0xd24400ae8bfebb18ca49be86258a3c749cf46853,0x9c67e141c0472115aa1b98bd0088418be68fd249,4,14.00468993
0xd3273eba07248020bf98a8b560ec1576a612102f,0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,4,10.46939749
0xeed16856d551569d134530ee3967ec79995e2051,0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,4,1.980199516
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,4,337.7371874
0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,3,222.1007051
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,0x5baeac0a0417a05733884852aa068b706967e790,3,0.655163296
0x243bec9256c9a3469da22103891465b47583d9f1,0x9c67e141c0472115aa1b98bd0088418be68fd249,3,60.40389007
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xb6ba1931e4e74fd080587688f6db10e830f810d5,3,3.050000001
0x2b5634c42055806a59e9107ed44d43c426e58258,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,3,18.68750024
0x2b5634c42055806a59e9107ed44d43c426e58258,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,3,71.07781792
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x2b5634c42055806a59e9107ed44d43c426e58258,3,19.08499956
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x5baeac0a0417a05733884852aa068b706967e790,3,1.52590019
0x9c67e141c0472115aa1b98bd0088418be68fd249,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,3,18.47755003
0xd24400ae8bfebb18ca49be86258a3c749cf46853,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,3,159.5127544
0xeed16856d551569d134530ee3967ec79995e2051,0x9c67e141c0472115aa1b98bd0088418be68fd249,3,3.648886034
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0x390de26d772d2e2005c6d1d24afc902bae37a4bb,3,35.63992828
0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,0x1522900b6dafac587d499a862861c0869be6e428,3,11.83841151
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xb6ba1931e4e74fd080587688f6db10e830f810d5,3,6.153204739
0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,0x390de26d772d2e2005c6d1d24afc902bae37a4bb,2,16.36870003
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,2,0.926943541
0x1151314c646ce4e0efd76d1af4760ae66a9fe30f,0xb6ba1931e4e74fd080587688f6db10e830f810d5,2,0.193190628
0x1522900b6dafac587d499a862861c0869be6e428,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,2,75.92828751
0x1522900b6dafac587d499a862861c0869be6e428,0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,2,5.589999974
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,0x2b5634c42055806a59e9107ed44d43c426e58258,2,12.69500041
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,0x96fc4553a00c117c5b0bed950dd625d1c16dc894,2,2
0x243bec9256c9a3469da22103891465b47583d9f1,0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,2,0.698783517
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x5baeac0a0417a05733884852aa068b706967e790,2,3.98999989
0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,2,32.41797733
0x2b5634c42055806a59e9107ed44d43c426e58258,0x390de26d772d2e2005c6d1d24afc902bae37a4bb,2,3.134862065
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xb6ba1931e4e74fd080587688f6db10e830f810d5,2,3.475174427
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,0x8271b2e8cbe29396e9563229030c89679b9470db,2,3.602414608
0x3b0bc51ab9de1e5b7b6e34e5b960285805c41736,0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,2,4.347756554
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,2,1.268965721
0x5baeac0a0417a05733884852aa068b706967e790,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,2,1.527888417
0x5e575279bf9f4acf0a130c186861454247394c06,0x8271b2e8cbe29396e9563229030c89679b9470db,2,0.02
0x8271b2e8cbe29396e9563229030c89679b9470db,0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,2,1.094130456
0x96fc4553a00c117c5b0bed950dd625d1c16dc894,0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,2,2.545802593
0x9c67e141c0472115aa1b98bd0088418be68fd249,0x243bec9256c9a3469da22103891465b47583d9f1,2,0.79739508
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,0x8271b2e8cbe29396e9563229030c89679b9470db,2,3.49000001
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,2,1.980000019
0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,2,41.53440857
0xb6ba1931e4e74fd080587688f6db10e830f810d5,0x7727e5113d1d161373623e5f49fd568b4f543a9e,2,17.95918179
0xd3273eba07248020bf98a8b560ec1576a612102f,0x9c67e141c0472115aa1b98bd0088418be68fd249,2,0.832177132
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,2,29.62922096
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,0xfa52274dd61e1643d2205169732f29114bc240b3,2,0.912514761
0xe03c23519e18d64f144d2800e30e81b0065c48b5,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,2,59.89880753
0xe03c23519e18d64f144d2800e30e81b0065c48b5,0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,2,10.33510336
0xeed16856d551569d134530ee3967ec79995e2051,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,2,0.601940203
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0x5baeac0a0417a05733884852aa068b706967e790,2,13.95541811
0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,2,6.814148188
0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,0x8271b2e8cbe29396e9563229030c89679b9470db,2,3.850434005
0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,2,1.96023035
0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0xd7c866d0d536937bf9123e02f7c052446588189f,2,8.19093132
0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,1,9.989999771
0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,1,3.2546947
0x1522900b6dafac587d499a862861c0869be6e428,0x5baeac0a0417a05733884852aa068b706967e790,1,4
0x1522900b6dafac587d499a862861c0869be6e428,0xb6ba1931e4e74fd080587688f6db10e830f810d5,1,0.800000012
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,1,0.100000001
0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,1,0.046
0x243bec9256c9a3469da22103891465b47583d9f1,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,1,3.117539883
0x243bec9256c9a3469da22103891465b47583d9f1,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,1,0.178660646
0x243bec9256c9a3469da22103891465b47583d9f1,0x5baeac0a0417a05733884852aa068b706967e790,1,0.170000002
0x2b5634c42055806a59e9107ed44d43c426e58258,0x243bec9256c9a3469da22103891465b47583d9f1,1,1.667709947
0x2b5634c42055806a59e9107ed44d43c426e58258,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,1,0.199499995
0x2b5634c42055806a59e9107ed44d43c426e58258,0x96fc4553a00c117c5b0bed950dd625d1c16dc894,1,2.764499903
0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,0x1522900b6dafac587d499a862861c0869be6e428,1,0.493997365
0x390de26d772d2e2005c6d1d24afc902bae37a4bb,0x8271b2e8cbe29396e9563229030c89679b9470db,1,20
0x390de26d772d2e2005c6d1d24afc902bae37a4bb,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,1,4.789365292
0x3b0bc51ab9de1e5b7b6e34e5b960285805c41736,0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,1,0.030229639
0x3b0bc51ab9de1e5b7b6e34e5b960285805c41736,0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,1,0.021212859
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,1,2.684022903
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,1,1.200000048
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1,55.64544296
0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,0x5baeac0a0417a05733884852aa068b706967e790,1,0.727384925
0x563b377a956c80d77a7c613a9343699ad6123911,0x0d6b5a54f940bf3d52e438cab785981aaefdf40c,1,3.289032459
0x563b377a956c80d77a7c613a9343699ad6123911,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,1,4.767267704
0x563b377a956c80d77a7c613a9343699ad6123911,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,1,0.461332142
0x5baeac0a0417a05733884852aa068b706967e790,0x2b5634c42055806a59e9107ed44d43c426e58258,1,11.59500027
0x5baeac0a0417a05733884852aa068b706967e790,0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,1,0.015
0x8271b2e8cbe29396e9563229030c89679b9470db,0x2b5634c42055806a59e9107ed44d43c426e58258,1,6.517718792
0x8271b2e8cbe29396e9563229030c89679b9470db,0xb6ba1931e4e74fd080587688f6db10e830f810d5,1,1.017481446
0x9c67e141c0472115aa1b98bd0088418be68fd249,0x96fc4553a00c117c5b0bed950dd625d1c16dc894,1,1
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,1,1.100000024
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,1,14.97900009
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,1,4.900000095
0xa30d8157911ef23c46c0eb71889efe6a648a41f7,0xfa52274dd61e1643d2205169732f29114bc240b3,1,0.5
0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,1,14.39960003
0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,1,7.999199867
0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,1,1.011744618
0xaeec6f5aca72f3a005af1b3420ab8c8c7009bac8,0x8271b2e8cbe29396e9563229030c89679b9470db,1,2.914340973
0xb6ba1931e4e74fd080587688f6db10e830f810d5,0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,1,1.107129335
0xb6ba1931e4e74fd080587688f6db10e830f810d5,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,1,0.934971571
0xd24400ae8bfebb18ca49be86258a3c749cf46853,0x3613ef1125a078ef96ffc898c4ec28d73c5b8c52,1,0.306686997
0xd24400ae8bfebb18ca49be86258a3c749cf46853,0x5baeac0a0417a05733884852aa068b706967e790,1,0.01
0xd3273eba07248020bf98a8b560ec1576a612102f,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,1,2.040209532
0xd3273eba07248020bf98a8b560ec1576a612102f,0x243bec9256c9a3469da22103891465b47583d9f1,1,0.0100456
0xd7c866d0d536937bf9123e02f7c052446588189f,0x2b5634c42055806a59e9107ed44d43c426e58258,1,10.14964008
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,0x2b5634c42055806a59e9107ed44d43c426e58258,1,4.943246841
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,0x4b01721f0244e7c5b5f63c20942850e447f5a5ee,1,4.974999905
0xd94c9ff168dc6aebf9b6cc86deff54f3fb0afc33,0x9c67e141c0472115aa1b98bd0088418be68fd249,1,0.112323917
0xe03c23519e18d64f144d2800e30e81b0065c48b5,0x236f9f97e0e62388479bf9e5ba4889e46b0273c3,1,3.987999916
0xe03c23519e18d64f144d2800e30e81b0065c48b5,0x96fc4553a00c117c5b0bed950dd625d1c16dc894,1,6.047999859
0xe853c56864a2ebe4576a807d26fdc4a0ada51919,0xfa52274dd61e1643d2205169732f29114bc240b3,1,13.11833382
0xeed16856d551569d134530ee3967ec79995e2051,0x243bec9256c9a3469da22103891465b47583d9f1,1,1.005182505
0xeed16856d551569d134530ee3967ec79995e2051,0x70faa28a6b8d6829a4b1e649d26ec9a2a39ba413,1,0.059999999
0xeed16856d551569d134530ee3967ec79995e2051,0x96fc4553a00c117c5b0bed950dd625d1c16dc894,1,0.02328234
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0x3b0bc51ab9de1e5b7b6e34e5b960285805c41736,1,0.105625302
